timestamp,HR,LF_HF_Ratio,EDA_Mean
0.0,46.2448881021033,0.8818705998895942,0.4324411370996756
60.0,27.93742066519764,2.1037028940754867,0.585804711235083
120.0,33.30793282383303,1.2473567148169642,0.5549677608179302
180.0,28.542060325631617,4.393474814931723,0.439786149334751
240.0,33.65391468111919,9.704271660020357,0.5532853998840531
300.0,41.5126161822739,1.7030387482093863,0.4002241849739512
360.0,28.34249468907196,3.5436107289548433,0.4432813520712857
420.0,40.66173288754588,2.034377593496013,0.43308590172622274
480.0,38.858221980651585,0.936901762690218,0.5647705982488141
540.0,35.86945432178823,2.5856934916456,0.4148610163232203
600.0,38.901945032314416,1.558921335729566,0.42963155463640507
660.0,42.07322859095686,0.36934654989598625,0.4942595076412067
720.0,30.06917225461387,6.357253987107356,0.43085780862301304
780.0,56.02605542825334,1.4978638249623693,0.4669309670485266
840.0,34.252032143242005,1.0863915407279798,0.5822861987267375
900.0,42.780735454366635,2.9334268725495267,0.4372321791932904
960.0,39.733495578439154,0.8493645640828423,0.5928647054207513
1020.0,29.414592974240684,0.8283179754326074,0.4409777059314613
1080.0,53.938156329609335,0.47716899317784217,0.40409232652816585
1140.0,39.54794416617855,0.9293056649114434,0.5305807638728344
1200.0,37.59108431724083,1.8577293575565936,0.5284539866767513
1260.0,35.5027254661178,1.2726160284337844,0.5429391569365015
1320.0,39.027108818460796,0.6873840989534403,0.5508067303390283
1380.0,39.770319899636526,0.6685602165128179,0.5015480461589711
1440.0,37.36926028257344,1.9705182196622666,0.4270481210018303
1500.0,45.313474107956694,1.8017261786313588,0.4474568858647204
1560.0,36.962523210194895,1.047832626272905,0.5576565578185778
1620.0,35.3214651085721,2.4260171189925646,0.551651275804367
1680.0,43.97315387494907,0.44049077627974065,0.5707081637342154
1740.0,41.66271251297014,0.4686636693929986,0.5567681079981649
1800.0,50.07528476898541,1.4073239343316404,0.5352660241273908
1860.0,38.799650788501985,3.6540864302880567,0.4000570315042062
1920.0,44.19819932218304,2.061567356269798,0.5759976744613532
1980.0,30.46011351712853,1.1678651177752424,0.5257612330249213
2040.0,50.0034804991795,0.22648273781463754,0.4417606877534663
2100.0,47.161222353846405,0.862412951370971,0.5682877185221906
2160.0,36.21157299393691,1.1124886962314966,0.5734859644227741
2220.0,42.60621861480038,1.079253225299962,0.5981793507563821
2280.0,47.76170302598351,0.23857098538614688,0.5609524807638013
2340.0,41.3479384725593,0.09793636132938116,0.4513626241069462
2400.0,39.35417445880075,0.7482609672871837,0.4122307578407539
2460.0,50.23115284559546,0.6000827512933262,0.5810141821192722
2520.0,45.68186430588951,0.40435033570518164,0.542272142441418
2580.0,35.193251393202964,0.3145916482097753,0.43836511776011133
2640.0,35.483569778485645,7.98395683108376,0.529317708328621
2700.0,53.001285232398125,0.773171191292313,0.5138925271988862
2760.0,43.7388378034686,0.3343282546349986,0.49415709334925345
2820.0,49.28175479446019,0.2730532457652913,0.5239716342232887
2880.0,36.81974660782172,0.5861560550037299,0.5878108132167896
2940.0,26.40987871923726,1.7085036672544653,0.5794966309578642
3000.0,33.99563447759234,2.860968350527632,0.4227310281862332
3060.0,49.8204975538911,1.7278896974267461,0.5232970124357377
3120.0,43.959366962899956,1.5868401121475915,0.45008665854087887
3180.0,40.19278458638733,0.454020823495883,0.5033511781906675
3240.0,34.31734595948725,0.4617817291938413,0.5836404899920016
3300.0,45.482909793048385,1.7276623898943508,0.517021493071565
3360.0,41.59308264911968,1.4466635377926063,0.5774295804438279
3420.0,32.794893349997096,2.2594570191098846,0.5791794212653674
3480.0,45.007366170805106,1.2061790452106742,0.5851314220204701
